movie_id,title,clean_title,year,genres
1604,He Walked by Night (1948),He Walked by Night,1948,Crime|Film-Noir|Thriller
1605,Love Serenade (1996),Love Serenade,1996,Comedy
1606,Deceiver (1997),Deceiver,1997,Crime
1607,Hurricane Streets (1998),Hurricane Streets,1998,Drama
1608,Buddy (1997),Buddy,1997,Adventure|Children|Drama
1609,B*A*P*S (1997),B*A*P*S,1997,Comedy
1610,"Truth or Consequences, N.M. (1997)","Truth or Consequences, N.M.",1997,Action|Crime|Romance
1611,Intimate Relations (1996),Intimate Relations,1996,Comedy
1612,"Leading Man, The (1996)","Leading Man, The",1996,Romance
1613,Tokyo Fist (1995),Tokyo Fist,1995,Action|Drama
1614,"Reluctant Debutante, The (1958)","Reluctant Debutante, The",1958,Comedy|Drama
1615,Warriors of Virtue (1997),Warriors of Virtue,1997,Action|Adventure|Children|Fantasy
1616,Desert Winds (1995),Desert Winds,1995,Drama
1617,Hugo Pool (1997),Hugo Pool,1997,Romance
1618,King of New York (1990),King of New York,1990,Action|Crime
1619,All Things Fair (1996),All Things Fair,1996,Drama
1620,"Sixth Man, The (1997)","Sixth Man, The",1997,Comedy
1621,Butterfly Kiss (1995),Butterfly Kiss,1995,Thriller
1622,"Paris, France (1993)","Paris, France",1993,Comedy
1623,"Cérémonie, La (1995)","Cérémonie, La",1995,Drama
1624,Hush (1998),Hush,1998,Thriller
1625,Nightwatch (1997),Nightwatch,1997,Horror|Thriller
1626,Nobody Loves Me (Keiner liebt mich) (1994),Nobody Loves Me (Keiner liebt mich),1994,Comedy|Drama
1627,"Wife, The (1995)","Wife, The",1995,Comedy|Drama
1628,Lamerica (1994),Lamerica,1994,Drama
1629,Nico Icon (1995),Nico Icon,1995,Documentary
1630,"Silence of the Palace, The (Saimt el Qusur) (1994)","Silence of the Palace, The (Saimt el Qusur)",1994,Drama
1631,"Slingshot, The (1993)","Slingshot, The",1993,Comedy|Drama
1632,Land and Freedom (Tierra y libertad) (1995),Land and Freedom (Tierra y libertad),1995,War
1633,Á köldum klaka (Cold Fever) (1994),Á köldum klaka (Cold Fever),1994,Comedy|Drama
1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),Etz Hadomim Tafus (Under the Domin Tree),1994,Drama
1635,Two Friends (1986) ,Two Friends (1986) ,,Drama
1636,Brothers in Trouble (1995),Brothers in Trouble,1995,Drama
1637,Girls Town (1996),Girls Town,1996,Drama
1638,Normal Life (1996),Normal Life,1996,Crime|Drama
1639,Bitter Sugar (Azucar Amargo) (1996),Bitter Sugar (Azucar Amargo),1996,Drama
1640,"Eighth Day, The (1996)","Eighth Day, The",1996,Drama
1641,Dadetown (1995),Dadetown,1995,Documentary
1642,Some Mother's Son (1996),Some Mother's Son,1996,Drama
1643,Angel Baby (1995),Angel Baby,1995,Drama
1644,Sudden Manhattan (1996),Sudden Manhattan,1996,Comedy
1645,"Butcher Boy, The (1998)","Butcher Boy, The",1998,Drama
1646,Men With Guns (1997),Men With Guns,1997,Action|Drama
1647,Hana-bi (1997),Hana-bi,1997,Comedy|Crime|Drama
1648,"Niagara, Niagara (1997)","Niagara, Niagara",1997,Drama
1649,"Big One, The (1997)","Big One, The",1997,Comedy|Documentary
1650,"Butcher Boy, The (1998)","Butcher Boy, The",1998,Drama
1651,"Spanish Prisoner, The (1997)","Spanish Prisoner, The",1997,Drama|Thriller
1652,Temptress Moon (Feng Yue) (1996),Temptress Moon (Feng Yue),1996,Romance
1653,Entertaining Angels: The Dorothy Day Story (1996),Entertaining Angels: The Dorothy Day Story,1996,Drama
1654,Chairman of the Board (1998),Chairman of the Board,1998,Comedy
1655,"Favor, The (1994)","Favor, The",1994,Comedy|Romance
1656,Little City (1998),Little City,1998,Comedy|Romance
1657,Target (1995),Target,1995,Action|Drama
1658,"Substance of Fire, The (1996)","Substance of Fire, The",1996,Drama
1659,Getting Away With Murder (1996),Getting Away With Murder,1996,Comedy
1660,Small Faces (1995),Small Faces,1995,Drama
1661,"New Age, The (1994)","New Age, The",1994,Drama
1662,Rough Magic (1995),Rough Magic,1995,Drama|Romance
1663,Nothing Personal (1995),Nothing Personal,1995,Drama|War
1664,8 Heads in a Duffel Bag (1997),8 Heads in a Duffel Bag,1997,Comedy
1665,"Brother's Kiss, A (1997)","Brother's Kiss, A",1997,Drama
1666,Ripe (1996),Ripe,1996,Drama
1667,"Next Step, The (1995)","Next Step, The",1995,Drama
1668,Wedding Bell Blues (1996),Wedding Bell Blues,1996,Comedy
1669,MURDER and murder (1996),MURDER and murder,1996,Crime|Drama|Mystery
1670,Tainted (1998),Tainted,1998,Comedy|Thriller
1671,"Further Gesture, A (1996)","Further Gesture, A",1996,Drama
1672,Kika (1993),Kika,1993,Drama
1673,Mirage (1995),Mirage,1995,Action|Thriller
1674,Mamma Roma (1962),Mamma Roma,1962,Drama
1675,"Sunchaser, The (1996)","Sunchaser, The",1996,Drama
1676,"War at Home, The (1996)","War at Home, The",1996,Drama
1677,Sweet Nothing (1995),Sweet Nothing,1995,Drama
1678,Mat' i syn (1997),Mat' i syn,1997,Drama
1679,B. Monkey (1998),B. Monkey,1998,Romance|Thriller
1680,Sliding Doors (1998),Sliding Doors,1998,Drama|Romance
1681,You So Crazy (1994),You So Crazy,1994,Comedy
1682,Scream of Stone (Schrei aus Stein) (1991),Scream of Stone (Schrei aus Stein),1991,Drama
